job,graph,iter,anneal-power,quadratic-model,graph_class,tstop,shil-coeff,cubic-model,project
2480,uf100-01.pubo,79,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2481,uf100-01.pubo,80,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2482,uf100-01.pubo,81,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2483,uf100-01.pubo,82,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2484,uf100-01.pubo,83,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2485,uf100-01.pubo,84,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2486,uf100-01.pubo,85,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2487,uf100-01.pubo,86,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2488,uf100-01.pubo,87,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2489,uf100-01.pubo,88,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2490,uf100-01.pubo,89,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2491,uf100-01.pubo,90,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2492,uf100-01.pubo,91,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2493,uf100-01.pubo,92,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2494,uf100-01.pubo,93,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2495,uf100-01.pubo,94,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2496,uf100-01.pubo,95,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2497,uf100-01.pubo,96,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2498,uf100-01.pubo,97,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2499,uf100-01.pubo,98,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2500,uf100-01.pubo,99,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2501,uf100-02.pubo,0,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2502,uf100-02.pubo,1,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2503,uf100-02.pubo,2,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2504,uf100-02.pubo,3,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2505,uf100-02.pubo,4,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2506,uf100-02.pubo,5,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2507,uf100-02.pubo,6,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2508,uf100-02.pubo,7,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2509,uf100-02.pubo,8,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2510,uf100-02.pubo,9,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2511,uf100-02.pubo,10,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2512,uf100-02.pubo,11,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2513,uf100-02.pubo,12,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2514,uf100-02.pubo,13,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2515,uf100-02.pubo,14,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2516,uf100-02.pubo,15,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2517,uf100-02.pubo,16,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2518,uf100-02.pubo,17,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2519,uf100-02.pubo,18,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2520,uf100-02.pubo,19,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2521,uf100-02.pubo,20,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2522,uf100-02.pubo,21,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2523,uf100-02.pubo,22,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2524,uf100-02.pubo,23,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2525,uf100-02.pubo,24,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2526,uf100-02.pubo,25,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2527,uf100-02.pubo,26,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2528,uf100-02.pubo,27,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2529,uf100-02.pubo,28,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2530,uf100-02.pubo,29,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2531,uf100-02.pubo,30,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2532,uf100-02.pubo,31,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2533,uf100-02.pubo,32,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2534,uf100-02.pubo,33,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2535,uf100-02.pubo,34,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2536,uf100-02.pubo,35,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2537,uf100-02.pubo,36,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2538,uf100-02.pubo,37,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2539,uf100-02.pubo,38,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2540,uf100-02.pubo,39,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2541,uf100-02.pubo,40,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2542,uf100-02.pubo,41,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2543,uf100-02.pubo,42,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2544,uf100-02.pubo,43,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2545,uf100-02.pubo,44,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2546,uf100-02.pubo,45,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2547,uf100-02.pubo,46,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2548,uf100-02.pubo,47,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2549,uf100-02.pubo,48,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2550,uf100-02.pubo,49,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2551,uf100-02.pubo,50,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2552,uf100-02.pubo,51,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2553,uf100-02.pubo,52,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2554,uf100-02.pubo,53,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2555,uf100-02.pubo,54,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2556,uf100-02.pubo,55,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2557,uf100-02.pubo,56,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2558,uf100-02.pubo,57,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2559,uf100-02.pubo,58,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2560,uf100-02.pubo,59,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2561,uf100-02.pubo,60,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2562,uf100-02.pubo,61,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2563,uf100-02.pubo,62,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2564,uf100-02.pubo,63,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2565,uf100-02.pubo,64,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2566,uf100-02.pubo,65,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2567,uf100-02.pubo,66,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2568,uf100-02.pubo,67,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2569,uf100-02.pubo,68,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2570,uf100-02.pubo,69,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2571,uf100-02.pubo,70,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2572,uf100-02.pubo,71,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2573,uf100-02.pubo,72,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2574,uf100-02.pubo,73,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2575,uf100-02.pubo,74,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2576,uf100-02.pubo,75,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2577,uf100-02.pubo,76,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2578,uf100-02.pubo,77,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2579,uf100-02.pubo,78,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2580,uf100-02.pubo,79,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2581,uf100-02.pubo,80,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2582,uf100-02.pubo,81,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2583,uf100-02.pubo,82,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2584,uf100-02.pubo,83,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2585,uf100-02.pubo,84,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2586,uf100-02.pubo,85,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2587,uf100-02.pubo,86,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2588,uf100-02.pubo,87,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2589,uf100-02.pubo,88,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2590,uf100-02.pubo,89,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2591,uf100-02.pubo,90,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2592,uf100-02.pubo,91,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2593,uf100-02.pubo,92,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2594,uf100-02.pubo,93,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2595,uf100-02.pubo,94,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2596,uf100-02.pubo,95,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2597,uf100-02.pubo,96,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2598,uf100-02.pubo,97,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2599,uf100-02.pubo,98,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2600,uf100-02.pubo,99,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2601,uf100-03.pubo,0,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2602,uf100-03.pubo,1,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2603,uf100-03.pubo,2,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2604,uf100-03.pubo,3,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2605,uf100-03.pubo,4,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2606,uf100-03.pubo,5,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2607,uf100-03.pubo,6,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2608,uf100-03.pubo,7,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2609,uf100-03.pubo,8,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2610,uf100-03.pubo,9,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2611,uf100-03.pubo,10,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2612,uf100-03.pubo,11,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2613,uf100-03.pubo,12,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2614,uf100-03.pubo,13,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2615,uf100-03.pubo,14,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2616,uf100-03.pubo,15,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2617,uf100-03.pubo,16,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2618,uf100-03.pubo,17,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2619,uf100-03.pubo,18,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2620,uf100-03.pubo,19,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2621,uf100-03.pubo,20,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2622,uf100-03.pubo,21,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2623,uf100-03.pubo,22,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2624,uf100-03.pubo,23,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2625,uf100-03.pubo,24,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2626,uf100-03.pubo,25,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2627,uf100-03.pubo,26,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2628,uf100-03.pubo,27,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2629,uf100-03.pubo,28,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2630,uf100-03.pubo,29,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2631,uf100-03.pubo,30,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2632,uf100-03.pubo,31,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2633,uf100-03.pubo,32,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2634,uf100-03.pubo,33,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2635,uf100-03.pubo,34,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2636,uf100-03.pubo,35,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2637,uf100-03.pubo,36,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2638,uf100-03.pubo,37,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2639,uf100-03.pubo,38,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2640,uf100-03.pubo,39,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2641,uf100-03.pubo,40,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2642,uf100-03.pubo,41,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2643,uf100-03.pubo,42,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2644,uf100-03.pubo,43,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2645,uf100-03.pubo,44,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2646,uf100-03.pubo,45,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2647,uf100-03.pubo,46,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2648,uf100-03.pubo,47,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2649,uf100-03.pubo,48,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2650,uf100-03.pubo,49,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2651,uf100-03.pubo,50,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2652,uf100-03.pubo,51,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2653,uf100-03.pubo,52,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2654,uf100-03.pubo,53,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2655,uf100-03.pubo,54,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2656,uf100-03.pubo,55,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2657,uf100-03.pubo,56,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2658,uf100-03.pubo,57,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2659,uf100-03.pubo,58,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2660,uf100-03.pubo,59,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2661,uf100-03.pubo,60,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2662,uf100-03.pubo,61,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2663,uf100-03.pubo,62,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2664,uf100-03.pubo,63,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2665,uf100-03.pubo,64,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2666,uf100-03.pubo,65,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2667,uf100-03.pubo,66,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2668,uf100-03.pubo,67,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2669,uf100-03.pubo,68,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2670,uf100-03.pubo,69,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2671,uf100-03.pubo,70,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2672,uf100-03.pubo,71,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2673,uf100-03.pubo,72,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2674,uf100-03.pubo,73,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2675,uf100-03.pubo,74,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2676,uf100-03.pubo,75,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2677,uf100-03.pubo,76,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2678,uf100-03.pubo,77,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2679,uf100-03.pubo,78,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2680,uf100-03.pubo,79,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2681,uf100-03.pubo,80,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2682,uf100-03.pubo,81,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2683,uf100-03.pubo,82,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2684,uf100-03.pubo,83,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2685,uf100-03.pubo,84,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2686,uf100-03.pubo,85,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2687,uf100-03.pubo,86,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2688,uf100-03.pubo,87,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2689,uf100-03.pubo,88,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2690,uf100-03.pubo,89,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2691,uf100-03.pubo,90,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2692,uf100-03.pubo,91,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2693,uf100-03.pubo,92,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2694,uf100-03.pubo,93,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2695,uf100-03.pubo,94,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2696,uf100-03.pubo,95,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2697,uf100-03.pubo,96,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2698,uf100-03.pubo,97,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2699,uf100-03.pubo,98,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2700,uf100-03.pubo,99,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2701,uf100-04.pubo,0,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2702,uf100-04.pubo,1,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2703,uf100-04.pubo,2,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2704,uf100-04.pubo,3,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2705,uf100-04.pubo,4,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2706,uf100-04.pubo,5,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2707,uf100-04.pubo,6,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2708,uf100-04.pubo,7,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2709,uf100-04.pubo,8,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2710,uf100-04.pubo,9,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2711,uf100-04.pubo,10,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2712,uf100-04.pubo,11,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2713,uf100-04.pubo,12,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2714,uf100-04.pubo,13,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2715,uf100-04.pubo,14,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2716,uf100-04.pubo,15,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2717,uf100-04.pubo,16,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2718,uf100-04.pubo,17,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2719,uf100-04.pubo,18,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2720,uf100-04.pubo,19,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2721,uf100-04.pubo,20,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2722,uf100-04.pubo,21,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2723,uf100-04.pubo,22,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2724,uf100-04.pubo,23,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2725,uf100-04.pubo,24,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2726,uf100-04.pubo,25,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2727,uf100-04.pubo,26,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2728,uf100-04.pubo,27,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2729,uf100-04.pubo,28,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2730,uf100-04.pubo,29,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2731,uf100-04.pubo,30,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2732,uf100-04.pubo,31,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2733,uf100-04.pubo,32,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2734,uf100-04.pubo,33,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2735,uf100-04.pubo,34,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2736,uf100-04.pubo,35,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2737,uf100-04.pubo,36,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2738,uf100-04.pubo,37,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2739,uf100-04.pubo,38,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2740,uf100-04.pubo,39,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2741,uf100-04.pubo,40,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2742,uf100-04.pubo,41,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2743,uf100-04.pubo,42,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2744,uf100-04.pubo,43,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2745,uf100-04.pubo,44,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2746,uf100-04.pubo,45,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2747,uf100-04.pubo,46,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2748,uf100-04.pubo,47,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2749,uf100-04.pubo,48,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2750,uf100-04.pubo,49,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2751,uf100-04.pubo,50,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2752,uf100-04.pubo,51,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2753,uf100-04.pubo,52,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2754,uf100-04.pubo,53,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2755,uf100-04.pubo,54,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2756,uf100-04.pubo,55,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2757,uf100-04.pubo,56,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2758,uf100-04.pubo,57,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2759,uf100-04.pubo,58,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2760,uf100-04.pubo,59,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2761,uf100-04.pubo,60,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2762,uf100-04.pubo,61,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2763,uf100-04.pubo,62,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2764,uf100-04.pubo,63,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2765,uf100-04.pubo,64,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2766,uf100-04.pubo,65,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2767,uf100-04.pubo,66,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2768,uf100-04.pubo,67,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2769,uf100-04.pubo,68,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2770,uf100-04.pubo,69,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2771,uf100-04.pubo,70,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2772,uf100-04.pubo,71,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2773,uf100-04.pubo,72,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2774,uf100-04.pubo,73,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2775,uf100-04.pubo,74,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2776,uf100-04.pubo,75,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2777,uf100-04.pubo,76,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2778,uf100-04.pubo,77,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2779,uf100-04.pubo,78,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2780,uf100-04.pubo,79,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2781,uf100-04.pubo,80,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2782,uf100-04.pubo,81,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2783,uf100-04.pubo,82,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2784,uf100-04.pubo,83,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2785,uf100-04.pubo,84,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2786,uf100-04.pubo,85,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2787,uf100-04.pubo,86,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2788,uf100-04.pubo,87,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2789,uf100-04.pubo,88,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2790,uf100-04.pubo,89,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2791,uf100-04.pubo,90,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2792,uf100-04.pubo,91,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2793,uf100-04.pubo,92,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2794,uf100-04.pubo,93,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2795,uf100-04.pubo,94,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2796,uf100-04.pubo,95,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2797,uf100-04.pubo,96,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2798,uf100-04.pubo,97,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2799,uf100-04.pubo,98,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2800,uf100-04.pubo,99,1,H1,oscillator_model/sat_pubo,100,0,H6,False
2801,uf100-01.pubo,0,0,H1,oscillator_model/sat_pubo,100,0,H6,False
2802,uf100-01.pubo,1,0,H1,oscillator_model/sat_pubo,100,0,H6,False
2803,uf100-01.pubo,2,0,H1,oscillator_model/sat_pubo,100,0,H6,False
